"","DateTime","G.FDF.00.BHZ.M"
"464",2010-01-12 22:17:10,20452.145
"465",2010-01-12 22:17:20,-10736.335
"466",2010-01-12 22:17:30,-6100.315
"467",2010-01-12 22:17:40,-45706.55
"468",2010-01-12 22:17:50,49995.61
"469",2010-01-12 22:18:00,-21605.74
"470",2010-01-12 22:18:10,87711.815
"471",2010-01-12 22:18:20,-28972.015
"472",2010-01-12 22:18:30,-37169.795
"473",2010-01-12 22:18:40,-24973.095
"474",2010-01-12 22:18:50,-8255.98
"475",2010-01-12 22:19:00,20872.31
"476",2010-01-12 22:19:10,41881.735
"477",2010-01-12 22:19:20,-19871.765
"478",2010-01-12 22:19:30,-5921.775
"479",2010-01-12 22:19:40,-15763.515
"480",2010-01-12 22:19:50,15250.75
"481",2010-01-12 22:20:00,-14475.695
"482",2010-01-12 22:20:10,-5965.89
"483",2010-01-12 22:20:20,14558.175
"484",2010-01-12 22:20:30,29344.39
"485",2010-01-12 22:20:40,-20016.92
"486",2010-01-12 22:20:50,-16661.83
"487",2010-01-12 22:21:00,11984.275
"488",2010-01-12 22:21:10,-24596.01
"489",2010-01-12 22:21:20,-8360.29
"490",2010-01-12 22:21:30,26980.56
"491",2010-01-12 22:21:40,-9724
"492",2010-01-12 22:21:50,-16928.88
"493",2010-01-12 22:22:00,37219.145
"494",2010-01-12 22:22:10,16234.885
"495",2010-01-12 22:22:20,-52849.26
"496",2010-01-12 22:22:30,4757.985
"497",2010-01-12 22:22:40,15985.05
"498",2010-01-12 22:22:50,10049.455
"499",2010-01-12 22:23:00,-28196.43
"500",2010-01-12 22:23:10,54758.475
"501",2010-01-12 22:23:20,-34537.72
"502",2010-01-12 22:23:30,-4717.37
"503",2010-01-12 22:23:40,15148.83
"504",2010-01-12 22:23:50,-20979.26
"505",2010-01-12 22:24:00,30120.98
"506",2010-01-12 22:24:10,-10762.295
"507",2010-01-12 22:24:20,13725.2
"508",2010-01-12 22:24:30,-44860.02
"509",2010-01-12 22:24:40,2133.895
